nps_id,customer_id,score,comment
13000001459,1418,9,Podría mejorar el empaque
13000001460,1163,5,Todo perfecto
13000001461,1237,7,Podría mejorar el empaque
13000001462,1313,10,Tardó un poco más de lo esperado
13000001463,558,7,Entrega rápida y producto excelente
13000001464,806,8,Tardó un poco más de lo esperado
13000001465,362,9,
13000001466,8,7,
13000001467,54,5,Podría mejorar el empaque
13000001468,554,3,Todo perfecto
13000001469,1409,9,Volvería a comprar
13000001470,259,6,Atención muy buena
13000001471,1397,9,Muy conforme con la calidad
13000001472,1378,10,Entrega rápida y producto excelente
13000001473,1170,8,Entrega rápida y producto excelente
13000001474,224,10,Podría mejorar el empaque
13000001475,1127,7,
13000001476,1321,9,Todo perfecto
13000001477,1371,6,Podría mejorar el empaque
13000001478,726,8,
13000001479,874,4,Entrega rápida y producto excelente
13000001480,370,5,Volvería a comprar
13000001481,712,9,Todo perfecto
13000001482,1315,9,Podría mejorar el empaque
13000001483,1494,6,Muy conforme con la calidad
13000001484,578,8,Muy conforme con la calidad
13000001485,380,8,
13000001486,969,7,Todo perfecto
13000001487,233,7,Muy conforme con la calidad
13000001488,1027,7,Tardó un poco más de lo esperado
13000001489,130,10,Muy conforme con la calidad
13000001490,688,10,Todo perfecto
13000001491,415,7,Entrega rápida y producto excelente
13000001492,691,1,Entrega rápida y producto excelente
13000001493,254,9,Muy conforme con la calidad
13000001494,966,10,Atención muy buena
13000001495,516,9,Tardó un poco más de lo esperado
13000001496,40,6,
13000001497,28,9,
13000001498,464,8,Atención muy buena
13000001499,1244,10,Podría mejorar el empaque
13000001500,904,10,
13000001501,371,8,Entrega rápida y producto excelente
13000001502,385,9,Atención muy buena
13000001503,655,7,Atención muy buena
13000001504,973,10,Atención muy buena
13000001505,159,3,Entrega rápida y producto excelente
13000001506,325,9,Atención muy buena
13000001507,908,7,Todo perfecto
13000001508,1022,10,Muy conforme con la calidad
13000001509,410,10,Tardó un poco más de lo esperado
13000001510,743,8,Todo perfecto
13000001511,937,8,Todo perfecto
13000001512,1301,10,Tardó un poco más de lo esperado
13000001513,1313,5,Volvería a comprar
13000001514,1245,10,Volvería a comprar
13000001515,519,10,Entrega rápida y producto excelente
13000001516,832,0,Atención muy buena
13000001517,37,2,Entrega rápida y producto excelente
13000001518,602,10,
13000001519,621,2,Entrega rápida y producto excelente
13000001520,369,8,Entrega rápida y producto excelente
13000001521,890,7,
13000001522,334,8,Tardó un poco más de lo esperado
13000001523,347,8,Podría mejorar el empaque
13000001524,1138,10,Tardó un poco más de lo esperado
13000001525,1271,8,Todo perfecto
13000001526,509,4,Volvería a comprar
13000001527,1409,7,Entrega rápida y producto excelente
13000001528,875,6,Todo perfecto
13000001529,867,8,Atención muy buena
13000001530,111,5,Todo perfecto
13000001531,1486,8,Muy conforme con la calidad
13000001532,1084,10,Atención muy buena
13000001533,780,8,Podría mejorar el empaque
13000001534,1037,1,Todo perfecto
13000001535,592,5,
13000001536,1010,10,Tardó un poco más de lo esperado
13000001537,1292,3,Entrega rápida y producto excelente
13000001538,594,5,Todo perfecto
13000001539,1453,9,Atención muy buena
13000001540,119,10,Volvería a comprar
13000001541,488,1,
13000001542,32,3,Muy conforme con la calidad
13000001543,1340,3,Todo perfecto
13000001544,783,9,Todo perfecto
13000001545,72,8,Tardó un poco más de lo esperado
13000001546,403,2,Volvería a comprar
13000001547,890,9,Tardó un poco más de lo esperado
13000001548,992,8,Entrega rápida y producto excelente
13000001549,538,6,Podría mejorar el empaque
13000001550,262,9,
13000001551,1256,8,Muy conforme con la calidad
13000001552,704,9,Podría mejorar el empaque
13000001553,417,9,Volvería a comprar
13000001554,984,9,
13000001555,768,7,Podría mejorar el empaque
13000001556,615,9,
13000001557,995,6,Volvería a comprar
13000001558,56,6,
13000001559,1440,7,Tardó un poco más de lo esperado
13000001560,832,8,Todo perfecto
13000001561,217,10,Podría mejorar el empaque
13000001562,1323,9,Volvería a comprar
13000001563,803,8,Atención muy buena
13000001564,512,10,Volvería a comprar
13000001565,952,10,Volvería a comprar
13000001566,1433,10,
13000001567,824,9,Tardó un poco más de lo esperado
13000001568,384,7,Volvería a comprar
13000001569,1029,8,Volvería a comprar
13000001570,297,8,Tardó un poco más de lo esperado
13000001571,1101,6,Todo perfecto
13000001572,464,2,Tardó un poco más de lo esperado
13000001573,727,7,Atención muy buena
13000001574,71,8,Entrega rápida y producto excelente
13000001575,520,8,Tardó un poco más de lo esperado
13000001576,930,9,Podría mejorar el empaque
13000001577,447,8,Entrega rápida y producto excelente
13000001578,900,8,Tardó un poco más de lo esperado
13000001579,304,8,Atención muy buena
13000001580,954,8,Podría mejorar el empaque
13000001581,765,5,Muy conforme con la calidad
13000001582,731,5,Podría mejorar el empaque
13000001583,938,7,
13000001584,105,3,Podría mejorar el empaque
13000001585,1346,7,Atención muy buena
13000001586,563,5,Atención muy buena
13000001587,41,7,Todo perfecto
13000001588,947,7,Volvería a comprar
13000001589,1259,9,Muy conforme con la calidad
13000001590,110,7,Entrega rápida y producto excelente
13000001591,375,6,
13000001592,229,5,Atención muy buena
13000001593,425,8,Todo perfecto
13000001594,1452,9,Muy conforme con la calidad
13000001595,366,10,
13000001596,983,9,Todo perfecto
13000001597,1418,10,Entrega rápida y producto excelente
13000001598,943,10,Tardó un poco más de lo esperado
13000001599,1162,10,Podría mejorar el empaque
13000001600,117,10,Podría mejorar el empaque
13000001601,68,9,
13000001602,763,10,Volvería a comprar
13000001603,45,8,Muy conforme con la calidad
13000001604,930,10,Tardó un poco más de lo esperado
13000001605,743,3,Entrega rápida y producto excelente
13000001606,578,7,Volvería a comprar
13000001607,1409,8,Tardó un poco más de lo esperado
13000001608,831,9,Volvería a comprar
13000001609,862,9,Podría mejorar el empaque
13000001610,391,5,Entrega rápida y producto excelente
13000001611,1044,9,Tardó un poco más de lo esperado
13000001612,539,8,Todo perfecto
13000001613,758,8,Volvería a comprar
13000001614,616,5,Volvería a comprar
13000001615,1281,8,Atención muy buena
13000001616,1029,9,Todo perfecto
13000001617,160,10,Muy conforme con la calidad
13000001618,1004,9,Muy conforme con la calidad
13000001619,522,9,Atención muy buena
13000001620,474,8,Todo perfecto
13000001621,809,3,Tardó un poco más de lo esperado
13000001622,1000,6,
13000001623,657,10,Volvería a comprar
13000001624,1183,8,Todo perfecto
13000001625,549,9,Entrega rápida y producto excelente
13000001626,1483,10,Tardó un poco más de lo esperado
13000001627,958,8,Tardó un poco más de lo esperado
13000001628,13,10,Entrega rápida y producto excelente
13000001629,810,10,Tardó un poco más de lo esperado
13000001630,1336,5,Volvería a comprar
13000001631,672,5,Todo perfecto
13000001632,445,8,Podría mejorar el empaque
13000001633,1127,6,Podría mejorar el empaque
13000001634,604,8,Entrega rápida y producto excelente
13000001635,433,7,Entrega rápida y producto excelente
13000001636,1234,5,Todo perfecto
13000001637,70,6,Todo perfecto
13000001638,540,9,Todo perfecto
13000001639,606,6,Atención muy buena
13000001640,1351,9,
13000001641,714,10,Muy conforme con la calidad
13000001642,1011,7,Entrega rápida y producto excelente
13000001643,349,10,
13000001644,422,9,Todo perfecto
13000001645,972,8,Muy conforme con la calidad
13000001646,1008,8,Atención muy buena
13000001647,14,2,Muy conforme con la calidad
13000001648,1124,7,Atención muy buena
13000001649,976,9,Entrega rápida y producto excelente
13000001650,1434,8,Podría mejorar el empaque
13000001651,1388,7,Entrega rápida y producto excelente
13000001652,1326,9,Volvería a comprar
13000001653,1296,8,Todo perfecto
13000001654,1414,7,Muy conforme con la calidad
13000001655,751,7,Todo perfecto
13000001656,825,10,Entrega rápida y producto excelente
13000001657,1199,8,Entrega rápida y producto excelente
13000001658,955,7,Podría mejorar el empaque
13000001659,433,7,Volvería a comprar
13000001660,1431,5,Muy conforme con la calidad
13000001661,1274,6,Podría mejorar el empaque
13000001662,1323,2,Todo perfecto
13000001663,712,3,Todo perfecto
13000001664,62,10,Atención muy buena
13000001665,269,4,Muy conforme con la calidad
13000001666,1214,8,Todo perfecto
13000001667,242,4,
13000001668,118,8,Tardó un poco más de lo esperado
13000001669,375,9,Tardó un poco más de lo esperado
13000001670,597,7,
13000001671,928,8,Tardó un poco más de lo esperado
13000001672,388,9,Muy conforme con la calidad
13000001673,1141,6,Tardó un poco más de lo esperado
13000001674,1358,8,Entrega rápida y producto excelente
13000001675,882,8,
13000001676,402,7,Todo perfecto
13000001677,542,9,Podría mejorar el empaque
13000001678,901,9,Atención muy buena
13000001679,386,7,Todo perfecto
13000001680,1359,7,Atención muy buena
13000001681,371,9,Atención muy buena
13000001682,511,7,Podría mejorar el empaque
13000001683,852,9,Volvería a comprar
13000001684,668,9,Podría mejorar el empaque
13000001685,999,8,Entrega rápida y producto excelente
13000001686,380,10,Volvería a comprar
13000001687,1485,1,
13000001688,1302,8,
13000001689,1319,6,Podría mejorar el empaque
13000001690,196,7,Muy conforme con la calidad
13000001691,343,6,Tardó un poco más de lo esperado
13000001692,518,9,Podría mejorar el empaque
13000001693,414,9,Entrega rápida y producto excelente
13000001694,415,9,Entrega rápida y producto excelente
13000001695,1372,8,Muy conforme con la calidad
13000001696,995,7,Muy conforme con la calidad
13000001697,487,3,Volvería a comprar
13000001698,279,8,
13000001699,1176,8,Todo perfecto
13000001700,1166,9,Todo perfecto
13000001701,996,8,Muy conforme con la calidad
13000001702,746,5,Podría mejorar el empaque
13000001703,1048,7,Entrega rápida y producto excelente
13000001704,1042,4,Podría mejorar el empaque
13000001705,433,7,Tardó un poco más de lo esperado
13000001706,671,10,Todo perfecto
13000001707,347,10,Muy conforme con la calidad
13000001708,878,1,Atención muy buena
13000001709,1432,2,Todo perfecto
13000001710,160,8,Todo perfecto
13000001711,339,9,Todo perfecto
13000001712,119,1,Entrega rápida y producto excelente
13000001713,462,9,Volvería a comprar
13000001714,744,7,Tardó un poco más de lo esperado
13000001715,760,6,Volvería a comprar
13000001716,189,7,Atención muy buena
13000001717,720,7,Volvería a comprar
13000001718,1034,9,
13000001719,1346,3,Volvería a comprar
13000001720,1281,8,Podría mejorar el empaque
13000001721,463,4,Todo perfecto
13000001722,665,0,Todo perfecto
13000001723,42,9,Todo perfecto
13000001724,24,8,Podría mejorar el empaque
13000001725,1004,7,
13000001726,1220,9,Podría mejorar el empaque
13000001727,794,7,Podría mejorar el empaque
13000001728,184,9,Todo perfecto
13000001729,78,7,Atención muy buena
13000001730,246,8,Tardó un poco más de lo esperado
13000001731,519,5,Muy conforme con la calidad
13000001732,569,7,Podría mejorar el empaque
13000001733,721,8,Volvería a comprar
13000001734,234,10,Entrega rápida y producto excelente
13000001735,355,9,Volvería a comprar
13000001736,1477,4,Atención muy buena
13000001737,292,2,Muy conforme con la calidad
13000001738,829,5,
13000001739,637,3,Tardó un poco más de lo esperado
13000001740,481,7,
13000001741,117,10,Todo perfecto
13000001742,427,0,Volvería a comprar
13000001743,971,7,Volvería a comprar
13000001744,891,7,Tardó un poco más de lo esperado
13000001745,1400,8,
13000001746,1360,2,Muy conforme con la calidad
13000001747,1227,6,Atención muy buena
13000001748,581,2,Tardó un poco más de lo esperado
13000001749,884,8,Todo perfecto
13000001750,609,8,Tardó un poco más de lo esperado
13000001751,500,6,Todo perfecto
13000001752,325,10,
13000001753,848,10,Podría mejorar el empaque
13000001754,1116,8,Atención muy buena
13000001755,1251,8,Volvería a comprar
13000001756,1439,2,Entrega rápida y producto excelente
13000001757,900,7,Tardó un poco más de lo esperado
13000001758,434,10,Podría mejorar el empaque
13000001759,134,10,Entrega rápida y producto excelente
13000001760,131,9,Tardó un poco más de lo esperado
13000001761,547,6,Volvería a comprar
13000001762,946,3,Tardó un poco más de lo esperado
13000001763,1267,10,Tardó un poco más de lo esperado
13000001764,331,10,Volvería a comprar
13000001765,44,3,Atención muy buena
13000001766,1194,9,Muy conforme con la calidad
13000001767,734,6,Volvería a comprar
13000001768,543,9,Muy conforme con la calidad
13000001769,140,8,Entrega rápida y producto excelente
13000001770,474,6,Podría mejorar el empaque
13000001771,1038,9,Podría mejorar el empaque
13000001772,925,3,
13000001773,301,1,Atención muy buena
13000001774,750,10,Todo perfecto
13000001775,828,10,Podría mejorar el empaque
13000001776,1174,6,Podría mejorar el empaque
13000001777,882,10,Volvería a comprar
13000001778,1440,7,Atención muy buena
13000001779,422,6,Volvería a comprar
13000001780,505,10,Entrega rápida y producto excelente
13000001781,105,4,Volvería a comprar
13000001782,524,4,Tardó un poco más de lo esperado
13000001783,220,0,Entrega rápida y producto excelente
13000001784,737,9,Atención muy buena
13000001785,68,8,Volvería a comprar
13000001786,975,4,Muy conforme con la calidad
13000001787,12,5,Tardó un poco más de lo esperado
13000001788,1284,9,Muy conforme con la calidad
13000001789,326,9,Muy conforme con la calidad
13000001790,1098,9,Atención muy buena
13000001791,727,8,Atención muy buena
13000001792,521,3,Volvería a comprar
13000001793,5,6,Volvería a comprar
13000001794,1079,9,Tardó un poco más de lo esperado
13000001795,971,1,Tardó un poco más de lo esperado
13000001796,841,8,Atención muy buena
13000001797,1327,6,Todo perfecto
13000001798,435,8,Volvería a comprar
13000001799,376,8,Entrega rápida y producto excelente
13000001800,88,6,
13000001801,299,6,Todo perfecto
13000001802,687,10,Todo perfecto
13000001803,476,4,Atención muy buena
13000001804,1013,3,
13000001805,578,8,Tardó un poco más de lo esperado
13000001806,32,8,
13000001807,213,3,Volvería a comprar
13000001808,766,6,Entrega rápida y producto excelente
13000001809,509,8,Podría mejorar el empaque
13000001810,725,2,
13000001811,3,10,Atención muy buena
13000001812,1003,8,Todo perfecto
13000001813,825,3,Todo perfecto
13000001814,458,6,Tardó un poco más de lo esperado
13000001815,1342,8,
13000001816,1391,4,Tardó un poco más de lo esperado
13000001817,1246,8,Tardó un poco más de lo esperado
13000001818,719,3,Podría mejorar el empaque
13000001819,209,8,Atención muy buena
13000001820,71,8,Podría mejorar el empaque
13000001821,156,9,Todo perfecto
13000001822,1148,9,Podría mejorar el empaque
13000001823,1184,7,Podría mejorar el empaque
13000001824,1116,7,Muy conforme con la calidad
13000001825,623,6,Entrega rápida y producto excelente
13000001826,1330,9,Entrega rápida y producto excelente
13000001827,370,4,Volvería a comprar
13000001828,566,7,Volvería a comprar
13000001829,93,10,Entrega rápida y producto excelente
13000001830,814,1,Muy conforme con la calidad
13000001831,247,9,Todo perfecto
13000001832,1286,1,Atención muy buena
13000001833,1290,9,Entrega rápida y producto excelente
13000001834,1222,8,Muy conforme con la calidad
13000001835,736,10,Tardó un poco más de lo esperado
13000001836,1135,8,Entrega rápida y producto excelente
13000001837,3,10,Muy conforme con la calidad
13000001838,997,9,Tardó un poco más de lo esperado
13000001839,957,6,
13000001840,1455,1,Atención muy buena
13000001841,918,9,Entrega rápida y producto excelente
13000001842,69,10,Podría mejorar el empaque
13000001843,663,6,Podría mejorar el empaque
13000001844,209,3,
13000001845,71,9,
13000001846,758,3,Volvería a comprar
13000001847,549,2,Entrega rápida y producto excelente
13000001848,1099,5,Atención muy buena
13000001849,26,9,Muy conforme con la calidad
13000001850,1176,9,Tardó un poco más de lo esperado
13000001851,436,7,Muy conforme con la calidad
13000001852,562,7,Volvería a comprar
13000001853,487,8,Entrega rápida y producto excelente
13000001854,1253,8,
13000001855,1466,9,Entrega rápida y producto excelente
13000001856,348,2,
13000001857,472,8,Volvería a comprar
13000001858,900,10,Todo perfecto
13000001859,296,8,Entrega rápida y producto excelente
13000001860,514,8,Volvería a comprar
13000001861,672,8,Muy conforme con la calidad
13000001862,564,8,
13000001863,541,5,Muy conforme con la calidad
13000001864,194,5,Podría mejorar el empaque
13000001865,169,8,
13000001866,793,6,Tardó un poco más de lo esperado
13000001867,189,8,Todo perfecto
13000001868,1371,8,Tardó un poco más de lo esperado
13000001869,863,5,Entrega rápida y producto excelente
13000001870,250,8,Podría mejorar el empaque
13000001871,296,8,Podría mejorar el empaque
13000001872,548,9,Todo perfecto
13000001873,1224,9,Muy conforme con la calidad
13000001874,1051,6,Podría mejorar el empaque
13000001875,706,9,Atención muy buena
13000001876,205,8,Todo perfecto
13000001877,384,10,Podría mejorar el empaque
13000001878,426,10,Entrega rápida y producto excelente
13000001879,144,5,Todo perfecto
13000001880,324,9,Todo perfecto
13000001881,417,9,Volvería a comprar
13000001882,15,9,Tardó un poco más de lo esperado
13000001883,577,2,Todo perfecto
13000001884,172,6,Volvería a comprar
13000001885,1414,10,Atención muy buena
13000001886,570,1,
13000001887,327,7,Atención muy buena
13000001888,1287,7,Todo perfecto
13000001889,446,3,Podría mejorar el empaque
13000001890,1270,9,
13000001891,1294,4,Volvería a comprar
13000001892,233,10,Podría mejorar el empaque
13000001893,793,6,Entrega rápida y producto excelente
13000001894,949,2,Atención muy buena
13000001895,1469,7,Atención muy buena
13000001896,176,1,Entrega rápida y producto excelente
13000001897,1393,0,Podría mejorar el empaque
13000001898,831,5,Atención muy buena
13000001899,245,7,Entrega rápida y producto excelente
13000001900,293,7,Podría mejorar el empaque
13000001901,779,3,Volvería a comprar
13000001902,30,8,Podría mejorar el empaque
13000001903,253,8,Tardó un poco más de lo esperado
13000001904,1065,9,Muy conforme con la calidad
13000001905,124,9,Atención muy buena
13000001906,1026,9,Tardó un poco más de lo esperado
13000001907,1238,5,
13000001908,59,10,Podría mejorar el empaque
13000001909,204,10,Volvería a comprar
13000001910,775,8,Podría mejorar el empaque
13000001911,584,0,Tardó un poco más de lo esperado
13000001912,1202,9,Podría mejorar el empaque
13000001913,1333,6,Todo perfecto
13000001914,6,6,Atención muy buena
13000001915,1315,10,Entrega rápida y producto excelente
13000001916,733,10,Atención muy buena
13000001917,1002,7,Muy conforme con la calidad
13000001918,498,6,Volvería a comprar
13000001919,979,8,Volvería a comprar
13000001920,880,5,Muy conforme con la calidad
13000001921,459,10,Atención muy buena
13000001922,956,6,
13000001923,685,10,Tardó un poco más de lo esperado
13000001924,489,10,Atención muy buena
13000001925,798,10,Entrega rápida y producto excelente
13000001926,757,8,Entrega rápida y producto excelente
13000001927,930,4,Tardó un poco más de lo esperado
13000001928,725,7,Podría mejorar el empaque
13000001929,173,2,Entrega rápida y producto excelente
13000001930,1265,10,Entrega rápida y producto excelente
13000001931,724,8,Volvería a comprar
13000001932,302,10,Entrega rápida y producto excelente
13000001933,817,7,Todo perfecto
13000001934,425,5,Atención muy buena
13000001935,1039,10,Tardó un poco más de lo esperado
13000001936,1278,1,Todo perfecto
13000001937,1151,6,Entrega rápida y producto excelente
13000001938,181,9,Entrega rápida y producto excelente
13000001939,690,10,Atención muy buena
13000001940,1120,6,Atención muy buena
13000001941,423,6,Volvería a comprar
13000001942,1109,10,Todo perfecto
13000001943,224,8,Todo perfecto
13000001944,1457,10,Volvería a comprar
13000001945,22,4,Podría mejorar el empaque
13000001946,743,9,Podría mejorar el empaque
13000001947,1123,10,Atención muy buena
13000001948,1065,9,
13000001949,1278,6,
13000001950,779,0,Entrega rápida y producto excelente
13000001951,498,9,Atención muy buena
13000001952,171,5,Muy conforme con la calidad
13000001953,1483,10,Volvería a comprar
13000001954,1355,6,Todo perfecto
13000001955,1018,8,Podría mejorar el empaque
13000001956,1449,7,Muy conforme con la calidad
13000001957,818,6,Atención muy buena
13000001958,701,9,Atención muy buena
13000001959,584,9,
13000001960,1193,2,Atención muy buena
13000001961,266,10,Volvería a comprar
13000001962,19,7,
13000001963,1437,8,Podría mejorar el empaque
13000001964,814,9,Volvería a comprar
13000001965,657,7,Volvería a comprar
13000001966,1215,9,Entrega rápida y producto excelente
13000001967,1281,2,Tardó un poco más de lo esperado
13000001968,590,1,Muy conforme con la calidad
13000001969,884,7,Volvería a comprar
13000001970,403,7,Volvería a comprar
13000001971,894,10,Atención muy buena
13000001972,615,7,Muy conforme con la calidad
13000001973,1133,3,
13000001974,1358,3,Entrega rápida y producto excelente
13000001975,934,2,Entrega rápida y producto excelente
13000001976,252,7,Tardó un poco más de lo esperado
13000001977,1320,8,Todo perfecto
13000001978,680,8,
13000001979,41,0,Volvería a comprar
13000001980,28,0,Tardó un poco más de lo esperado
13000001981,1186,3,Entrega rápida y producto excelente
13000001982,378,8,Entrega rápida y producto excelente
13000001983,1342,9,Todo perfecto
13000001984,1311,10,
13000001985,805,9,
13000001986,801,9,Volvería a comprar
13000001987,422,10,
13000001988,875,0,Tardó un poco más de lo esperado
13000001989,1387,8,Podría mejorar el empaque
13000001990,353,8,Podría mejorar el empaque
13000001991,1014,7,Muy conforme con la calidad
13000001992,781,4,Todo perfecto
13000001993,1134,9,Volvería a comprar
13000001994,1467,5,Volvería a comprar
13000001995,928,8,Atención muy buena
13000001996,1455,8,Podría mejorar el empaque
13000001997,895,8,Volvería a comprar
13000001998,1200,8,Podría mejorar el empaque
13000001999,150,0,
13000002000,1053,5,
13000002001,1475,4,Todo perfecto
13000002002,761,8,Atención muy buena
13000002003,1224,10,Podría mejorar el empaque
13000002004,1446,8,Podría mejorar el empaque
13000002005,1168,7,
13000002006,926,9,
13000002007,1474,3,Entrega rápida y producto excelente
13000002008,24,5,Muy conforme con la calidad
13000002009,431,8,Volvería a comprar
13000002010,662,9,Todo perfecto
13000002011,1374,6,
13000002012,552,8,Muy conforme con la calidad
13000002013,1302,8,Muy conforme con la calidad
13000002014,555,7,Volvería a comprar
13000002015,1289,7,Tardó un poco más de lo esperado
13000002016,851,8,Volvería a comprar
13000002017,1418,9,Volvería a comprar
13000002018,935,10,Atención muy buena
13000002019,834,7,Tardó un poco más de lo esperado
13000002020,663,9,Muy conforme con la calidad
13000002021,245,7,Muy conforme con la calidad
13000002022,391,4,Entrega rápida y producto excelente
13000002023,1111,10,Tardó un poco más de lo esperado
13000002024,1384,9,Atención muy buena
13000002025,727,8,Podría mejorar el empaque
13000002026,735,9,Podría mejorar el empaque
13000002027,1233,10,Muy conforme con la calidad
13000002028,238,7,Muy conforme con la calidad
13000002029,308,8,Tardó un poco más de lo esperado
13000002030,1145,10,Muy conforme con la calidad
13000002031,1359,8,Entrega rápida y producto excelente
13000002032,1440,9,Entrega rápida y producto excelente
13000002033,1347,8,
13000002034,1048,7,Entrega rápida y producto excelente
13000002035,475,9,Muy conforme con la calidad
13000002036,208,6,Atención muy buena
13000002037,1477,4,Podría mejorar el empaque
13000002038,1029,9,Tardó un poco más de lo esperado
13000002039,33,7,Volvería a comprar
13000002040,902,3,Atención muy buena
13000002041,1032,9,Podría mejorar el empaque
13000002042,915,6,Atención muy buena
13000002043,987,7,Todo perfecto
13000002044,675,9,
13000002045,335,8,Entrega rápida y producto excelente
13000002046,332,8,Todo perfecto
13000002047,1465,5,Todo perfecto
13000002048,814,9,Volvería a comprar
13000002049,586,10,Todo perfecto
13000002050,1012,8,Todo perfecto
13000002051,1383,9,Muy conforme con la calidad
13000002052,951,8,Podría mejorar el empaque
13000002053,448,5,Atención muy buena
13000002054,123,9,Todo perfecto
13000002055,1044,6,Entrega rápida y producto excelente
13000002056,264,2,Podría mejorar el empaque
13000002057,205,7,Todo perfecto
13000002058,1297,10,Tardó un poco más de lo esperado
13000002059,125,8,Volvería a comprar
13000002060,352,10,Atención muy buena
13000002061,1360,2,Volvería a comprar
13000002062,455,9,Entrega rápida y producto excelente
13000002063,1430,7,
13000002064,289,10,Muy conforme con la calidad
13000002065,221,8,Entrega rápida y producto excelente
13000002066,465,7,Muy conforme con la calidad
13000002067,601,9,Entrega rápida y producto excelente
13000002068,757,7,Todo perfecto
13000002069,1448,9,Atención muy buena
13000002070,447,9,Muy conforme con la calidad
13000002071,281,9,Volvería a comprar
13000002072,179,7,Tardó un poco más de lo esperado
13000002073,152,0,Muy conforme con la calidad
13000002074,1272,6,Muy conforme con la calidad
13000002075,299,7,Volvería a comprar
13000002076,707,9,Todo perfecto
13000002077,685,4,
13000002078,45,8,Muy conforme con la calidad
13000002079,279,7,Muy conforme con la calidad
13000002080,1128,6,Podría mejorar el empaque
13000002081,596,2,
13000002082,1256,10,Podría mejorar el empaque
13000002083,88,10,Atención muy buena
13000002084,1147,10,
13000002085,715,8,Todo perfecto
13000002086,658,10,Podría mejorar el empaque
13000002087,902,10,Volvería a comprar
13000002088,274,6,Volvería a comprar
13000002089,775,10,Entrega rápida y producto excelente
13000002090,373,10,Todo perfecto
13000002091,939,10,Atención muy buena
13000002092,652,9,Atención muy buena
13000002093,1224,8,Podría mejorar el empaque
13000002094,714,7,Muy conforme con la calidad
13000002095,946,10,Podría mejorar el empaque
13000002096,1110,8,Volvería a comprar
13000002097,749,7,Todo perfecto
13000002098,1402,2,Podría mejorar el empaque
13000002099,284,9,Tardó un poco más de lo esperado
13000002100,679,8,Podría mejorar el empaque
13000002101,648,8,Podría mejorar el empaque
13000002102,1297,8,Tardó un poco más de lo esperado
13000002103,731,8,Tardó un poco más de lo esperado
13000002104,292,9,Volvería a comprar
13000002105,1252,5,Atención muy buena
13000002106,1340,8,
13000002107,1129,7,
13000002108,446,10,
13000002109,1111,6,Muy conforme con la calidad
13000002110,692,8,
13000002111,1456,8,Tardó un poco más de lo esperado
13000002112,1430,8,Entrega rápida y producto excelente
13000002113,1347,9,Atención muy buena
13000002114,333,10,
13000002115,1454,6,Atención muy buena
13000002116,505,7,Todo perfecto
13000002117,926,8,Muy conforme con la calidad
13000002118,1067,8,Volvería a comprar
13000002119,590,6,Muy conforme con la calidad
13000002120,4,0,
13000002121,250,6,
13000002122,724,9,Entrega rápida y producto excelente
13000002123,965,7,Tardó un poco más de lo esperado
13000002124,110,10,Entrega rápida y producto excelente
13000002125,294,8,Entrega rápida y producto excelente
13000002126,1378,8,Podría mejorar el empaque
13000002127,757,8,Entrega rápida y producto excelente
13000002128,979,8,Volvería a comprar
13000002129,1034,8,Volvería a comprar
13000002130,1453,2,Entrega rápida y producto excelente
13000002131,165,5,Podría mejorar el empaque
13000002132,1296,3,Entrega rápida y producto excelente
13000002133,27,8,Todo perfecto
13000002134,540,5,Tardó un poco más de lo esperado
13000002135,615,6,Atención muy buena
13000002136,758,4,Volvería a comprar
13000002137,554,1,Muy conforme con la calidad
13000002138,537,4,Entrega rápida y producto excelente
13000002139,1170,9,Podría mejorar el empaque
13000002140,1130,7,Volvería a comprar
13000002141,711,10,Podría mejorar el empaque
13000002142,889,2,
13000002143,618,6,
13000002144,1236,9,Tardó un poco más de lo esperado
13000002145,552,9,Atención muy buena
13000002146,180,9,Muy conforme con la calidad
13000002147,619,6,Tardó un poco más de lo esperado
13000002148,627,9,Muy conforme con la calidad
13000002149,711,7,Tardó un poco más de lo esperado
13000002150,457,8,Entrega rápida y producto excelente
13000002151,679,10,Tardó un poco más de lo esperado
13000002152,1485,8,Podría mejorar el empaque
13000002153,642,4,Muy conforme con la calidad
13000002154,809,4,Todo perfecto
13000002155,809,2,Podría mejorar el empaque
13000002156,1326,8,Podría mejorar el empaque
13000002157,1322,5,Entrega rápida y producto excelente
13000002158,39,9,Entrega rápida y producto excelente
13000002159,393,8,Todo perfecto
13000002160,616,2,Entrega rápida y producto excelente
13000002161,1149,9,Podría mejorar el empaque
13000002162,193,10,Muy conforme con la calidad
13000002163,634,3,Volvería a comprar
13000002164,34,3,Todo perfecto
13000002165,468,10,Podría mejorar el empaque
13000002166,441,10,Todo perfecto
13000002167,77,7,Todo perfecto
13000002168,580,10,
13000002169,512,9,Volvería a comprar
13000002170,773,7,Podría mejorar el empaque
13000002171,215,7,Atención muy buena
13000002172,1150,5,Podría mejorar el empaque
13000002173,781,7,Muy conforme con la calidad
13000002174,6,7,Atención muy buena
13000002175,956,6,Atención muy buena
13000002176,665,8,Todo perfecto
13000002177,680,7,
13000002178,1311,1,Podría mejorar el empaque
13000002179,644,8,Podría mejorar el empaque
13000002180,1149,8,Entrega rápida y producto excelente
13000002181,945,4,
13000002182,506,10,Entrega rápida y producto excelente
13000002183,1374,7,Podría mejorar el empaque
13000002184,216,10,
13000002185,520,8,
13000002186,328,10,Tardó un poco más de lo esperado
